Episode,Step,Balance,Num_Trades,Realized_PnL,Green_Up_PnL,Commission_Paid,Commission_Rate,No_Trade_Streak,No_Trade_Penalty,Had_Trades,Max_Drawdown,MTM_Reward,Sharpe_Reward,Depth_Violations,Volatility_Violations,Stale_Market_Violations,Suspended_Violations,Back_Trades,Lay_Trades,Back_Exposure,Lay_Exposure,Mid_Race_PnL,Stale_Penalty,Netting_Bonus,Actor_Loss,Critic_Loss,Ent_Coef,Ent_Coef_Loss,Learning_Rate
182,102196,968.29266,101,-31.707336,-31.707336,0.41844755,0.05,0,0.0,True,3.1707335,-0.021964176,-0.44123229950666437,70,144,1100,1,28,73,284.76633,1794.5894,-15.180052,-5.499999999999905,0.0,-22.441474437713623,0.030489404685795307,0.07996401749551296,-105.97307777404785,0.0003
183,102708,699.4789,338,-300.52112,-300.52112,0.0,0.05,0,0.0,True,30.05211,-0.03653409,-1.2495073299854984,174,11,112,0,134,204,1317.9576,2473.0867,-44.38793,-0.5600000000000004,0.0,-22.458823204040527,0.01610559970140457,0.07996398769319057,-106.19670486450195,0.0003
184,103248,972.63995,138,-27.360046,-27.360046,1.1546446,0.05,0,0.0,True,2.7360046,-0.017858911,-0.7451612102281623,121,66,1365,1,46,92,333.31454,1734.4606,-19.603611,-6.824999999999877,0.0,-22.431950092315674,0.02279701572842896,0.07996400259435177,-106.13223266601562,0.0003
185,103803,804.81995,228,-195.18005,-195.18005,0.57046694,0.05,0,0.0,True,19.518005,-0.07192263,-0.9142557271290883,259,87,1235,0,65,163,391.69162,5029.615,-98.14358,-6.174999999999891,0.0,-22.410905361175537,0.02243503206409514,0.07996403239667416,-105.58379554748535,0.0003
186,104294,978.52496,20,-21.475037,-21.475037,0.04253176,0.05,0,0.0,True,2.1475036,-0.0032044414,-0.2770366755872964,28,22,618,1,2,18,46.301823,990.35944,-0.13232048,-3.0899999999999563,0.0,-22.384642124176025,0.025617858627811074,0.07996397465467453,-105.98544692993164,0.0003
187,104837,951.627,15,-48.372986,-48.372986,0.0,0.05,0,0.0,True,4.837299,-0.011667667,-0.18169614806771286,19,98,709,0,1,14,11.812871,991.3406,0.0,-3.5449999999999466,0.0,-22.402967929840088,0.0404384508728981,0.07996403239667416,-105.61200332641602,0.0003
188,105354,1002.6099,18,2.6099243,2.6099243,0.51155573,0.05,0,0.0,True,-0.26099244,-0.0009488517,-0.2405631884932519,22,17,825,0,0,18,0.0,1038.1294,0.0,-4.124999999999934,0.0,-22.46741819381714,0.0657579186372459,0.07996398769319057,-106.06755065917969,0.0003
189,105887,866.28357,419,-133.71643,-133.71643,0.8365968,0.05,0,0.0,True,13.371643,-0.05625574,-1.1613669624325542,294,128,556,0,154,265,677.4829,5005.116,-75.40339,-2.779999999999963,0.0,-22.43915367126465,0.056488758185878396,0.07996397465467453,-106.01032829284668,0.0003
190,106476,974.253,26,-25.74701,-25.74701,0.0778665,0.05,0,0.0,True,2.5747008,-0.0030238791,-0.19558861106634143,38,237,1939,0,2,24,24.47475,1014.6598,-0.108300544,-9.695000000000116,0.0,-22.42964506149292,0.043034668546169996,0.07996394671499729,-106.18715286254883,0.0003
191,106997,829.39764,223,-170.60236,-170.60236,4.3060727,0.05,0,0.0,True,17.060236,-0.044270467,-0.9687160006130578,239,23,36,0,86,137,1135.0817,2450.3376,-59.0428,-0.18000000000000008,0.0,-22.41691255569458,0.042969280388206244,0.0799640417098999,-105.74719429016113,0.0003
192,107558,984.2075,20,-15.79248,-15.79248,0.6655801,0.05,0,0.0,True,1.579248,-0.007847589,-0.2191775871813298,15,73,1173,1,2,18,9.367334,1064.0519,-2.6525605,-5.864999999999897,0.0,-22.435193061828613,0.013650854583829641,0.07996398210525513,-106.1467456817627,0.0003
193,108144,971.2075,129,-28.79248,-28.79248,0.46578896,0.05,0,0.0,True,2.879248,-0.020532914,-0.5433559881150721,122,81,1431,0,28,101,105.428314,2477.1003,-28.451355,-7.15499999999987,0.0,-22.44112253189087,0.043862737249583006,0.07996406964957714,-105.94423866271973,0.0003
194,108667,986.9039,43,-13.09613,-13.09613,0.42778656,0.05,0,0.0,True,1.309613,-0.0048972066,-0.261775794327259,39,126,844,0,12,31,109.8691,1347.016,-2.4624157,-4.219999999999932,0.0,-22.44394588470459,0.022581167286261916,0.07996398769319057,-106.20761489868164,0.0003
195,110764,958.6197,343,-41.38031,-41.38031,0.9207779,0.05,0,0.0,True,4.138031,-0.04314812,-1.7744038120657204,223,181,11913,1,106,237,198.48782,3467.4104,-50.508743,-59.56500000001202,0.0,-22.43654203414917,0.017537139472551644,0.07996401749551296,-105.93708419799805,0.0003
196,111314,974.4031,38,-25.596924,-25.596924,0.20997167,0.05,0,0.0,True,2.5596924,-0.003112096,-0.3035666609555483,32,95,651,0,8,30,69.329834,1314.6381,-3.112945,-3.254999999999953,0.0,-22.455484867095947,0.019049127586185932,0.07996397465467453,-106.09076690673828,0.0003
197,111822,995.9799,41,-4.0200806,-4.0200806,1.8023409,0.05,0,0.0,True,0.40200806,-0.00373881,-0.23395307831466194,11,120,210,1,12,29,193.70543,1113.5718,-1.831247,-1.0499999999999996,0.0,-22.411009788513184,0.03668141923844814,0.07996401749551296,-105.93888854980469,0.0003
198,112361,999.05237,13,-0.94763184,-0.94763184,0.0,0.05,0,0.0,True,0.09476318,-0.0008116969,-0.1764647497236729,14,138,843,1,0,13,0.0,1011.31116,0.0,-4.214999999999932,0.0,-22.459391593933105,0.014440316357649863,0.07996398210525513,-106.15439987182617,0.0003
199,112603,987.56104,35,-12.438965,-12.438965,0.09252681,0.05,0,0.0,True,1.2438965,-0.0040216194,-0.24800180807709696,19,30,190,1,7,28,58.0747,1062.171,-1.6000582,-0.9500000000000007,0.0,-22.42668390274048,0.029220848344266415,0.07996401377022266,-105.95655632019043,0.0003
200,113134,919.70337,110,-80.29663,-80.29663,0.5109222,0.05,0,0.0,True,8.029663,-0.09420166,-0.5226113048195841,83,102,1631,0,28,82,217.91196,4056.7878,-62.349,-8.154999999999875,0.0,-22.403186321258545,0.10459461552090943,0.07996403239667416,-105.82784080505371,0.0003
201,113662,1005.1048,56,5.1047974,5.1047974,0.74034196,0.05,0,0.0,True,-0.51047975,-0.0032922833,-0.3852717898786067,46,28,494,0,18,38,135.78342,1053.9279,-1.9877374,-2.4699999999999696,0.0,-22.455276489257812,0.028173661092296243,0.07996397465467453,-106.0970573425293,0.0003
202,114177,970.16003,75,-29.839966,-29.839966,0.054220628,0.05,0,0.0,True,2.9839966,-0.008200251,-0.3490513873068618,67,57,887,1,24,51,291.17175,2161.6912,-7.37816,-4.434999999999928,0.0,-22.447266578674316,0.06758188270032406,0.07996397465467453,-106.04223251342773,0.0003
203,114725,956.6258,76,-43.374207,-43.374207,0.31683895,0.05,0,0.0,True,4.3374205,-0.008986847,-0.35564514234662065,38,48,279,1,24,52,353.87177,2233.8052,-8.367814,-1.3949999999999922,0.0,-22.377421379089355,0.029040783178061247,0.07996399141848087,-105.66300010681152,0.0003
204,115005,977.8735,24,-22.126526,-22.126526,0.045661546,0.05,0,0.0,True,2.2126527,-0.003646775,-0.25518486604094515,41,35,14,1,7,17,105.54199,1124.6542,-1.5310304,-0.06999999999999999,0.0,-22.452402591705322,0.09709513280540705,0.0799640454351902,-106.07602310180664,0.0003
205,115510,884.9987,70,-115.00128,-115.00128,0.7671849,0.05,0,0.0,True,11.500129,-0.045022223,-0.2792343516065354,81,104,1238,1,20,50,226.23824,1589.0074,-47.257473,-6.18999999999989,0.0,-22.45125961303711,0.015487659024074674,0.07996401749551296,-106.01856803894043,0.0003
206,116067,1004.8931,8,4.8931274,4.8931274,0.605406,0.05,0,0.0,True,-0.48931274,-0.0066362666,-0.15123947650194164,14,257,1310,1,1,7,73.92604,959.9087,0.0,-6.549999999999883,0.0,-22.45046329498291,0.031013706233352423,0.07996403053402901,-105.85749816894531,0.0003
207,116664,1009.4524,32,9.452393,9.452393,0.9581166,0.05,0,0.0,True,-0.94523925,-0.0051284744,-0.24356803208589534,38,113,221,0,9,23,215.02704,1105.318,-2.9863598,-1.1049999999999984,0.0,-22.397148609161377,0.06575273908674717,0.07996400259435177,-105.89308166503906,0.0003
208,117173,945.7916,9,-54.208374,-54.208374,0.09307035,0.05,0,0.0,True,5.4208374,-0.0020364616,-0.15961776357013685,17,91,33,0,1,8,95.14996,975.2466,0.0,-0.16500000000000006,0.0,-22.44343852996826,0.03791346587240696,0.0799640454351902,-105.88515281677246,0.0003
209,117690,977.6315,70,-22.36853,-22.36853,0.47160023,0.05,0,0.0,True,2.236853,-0.008371416,-0.5324623530937548,104,25,610,0,18,52,281.48093,2518.0632,-11.018082,-3.049999999999957,0.0,-22.433980464935303,0.044821157585829496,0.07996395975351334,-106.11041641235352,0.0003
210,118284,968.16113,136,-31.838867,-31.838867,0.20704035,0.05,0,0.0,True,3.1838868,-0.011999042,-0.4044135897606611,77,96,753,1,33,103,281.51495,4061.8423,-13.253832,-3.764999999999942,0.0,-22.446269035339355,0.020970637444406748,0.07996401749551296,-105.98530578613281,0.0003
211,118786,1002.8131,12,2.8131104,2.8131104,0.27166373,0.05,0,0.0,True,-0.28131104,-0.0010524364,-0.20426930835824944,45,84,730,0,0,12,0.0,1036.2665,0.0,-3.6499999999999444,0.0,-22.41226053237915,0.02356077264994383,0.07996403239667416,-105.79207801818848,0.0003
212,119318,966.58057,132,-33.419434,-33.419434,0.5674089,0.05,0,0.0,True,3.3419435,-0.014067439,-0.5533117235451936,66,34,177,1,42,90,850.13116,3413.3547,-13.494368,-0.8850000000000007,1.6575756e-09,-22.43494701385498,0.06564836762845516,0.07996405847370625,-105.77703475952148,0.0003
213,119845,842.5391,532,-157.46088,-157.46088,1.0067267,0.05,0,0.0,True,15.746088,-0.047630604,-1.660803795531392,156,17,604,0,216,316,1581.712,6449.3696,-57.62948,-3.019999999999958,0.0,-22.393227577209473,0.020417606458067894,0.07996398769319057,-105.97075843811035,0.0003
214,120384,808.6808,933,-191.31921,-191.31921,0.42279008,0.05,0,0.0,True,19.131922,-0.07432201,-3.059066353887323,502,130,579,1,277,656,1715.0623,9040.194,-121.18936,-2.8949999999999605,0.0,-22.389050483703613,0.163670863956213,0.07996409758925438,-105.7026252746582,0.0003
215,120890,925.707,362,-74.29303,-74.29303,2.557707,0.05,0,0.0,True,7.429303,-0.035323303,-0.9496258803457016,96,52,91,0,156,206,1503.7201,5533.1562,-25.037249,-0.4550000000000003,0.0,-22.422205924987793,0.4066297151148319,0.07996401749551296,-105.80525016784668,0.0003
216,121404,960.76276,43,-39.237244,-39.237244,0.089920714,0.05,0,0.0,True,3.9237242,-0.011491217,-0.513715304039407,100,40,850,0,14,29,214.18367,1311.8146,-7.7201853,-4.249999999999932,0.0,-22.463417530059814,0.01435734354890883,0.07996395975351334,-106.14614486694336,0.0003
217,121641,952.14655,121,-47.853455,-47.853455,0.3576265,0.05,0,0.0,True,4.7853456,-0.021285567,-0.48326091043651115,73,24,162,1,37,84,547.23224,2720.3457,-13.765656,-0.8100000000000006,0.0,-22.4497127532959,0.05130203487351537,0.07996401749551296,-105.88829803466797,0.0003
218,122184,1002.7785,153,2.7785034,2.7785034,2.7315917,0.05,0,0.0,True,-0.27785033,-0.023808941,-0.6655139298513993,121,66,587,1,48,105,389.7159,2243.2793,-18.500475,-2.9349999999999596,0.0,-22.41092300415039,0.055290112271904945,0.07996398769319057,-106.00454330444336,0.0003
219,122908,995.78174,28,-4.2182617,-4.2182617,0.2860739,0.05,0,0.0,True,0.42182618,-0.011218607,-0.26254665479064,26,146,1460,0,4,24,15.819849,1131.0306,-6.9442687,-7.299999999999867,0.0,-22.41781187057495,0.11056535691022873,0.0799640454351902,-105.5147476196289,0.0003
220,123425,1009.3593,41,9.359314,9.359314,0.8757484,0.05,0,0.0,True,-0.9359314,-0.008052825,-0.32289500445127484,48,103,843,1,9,32,139.10985,997.88574,-1.5846217,-4.214999999999932,0.0,-22.370691299438477,0.09358634054660797,0.07996401749551296,-105.82815361022949,0.0003
221,123957,997.08606,41,-2.9139404,-2.9139404,0.39512497,0.05,0,0.0,True,0.29139405,-0.012656557,-0.34248878888785844,55,104,819,1,7,34,49.047485,1105.8053,-4.702102,-4.094999999999935,0.0,-22.280897617340088,0.04410085408017039,0.07996403239667416,-105.60216522216797,0.0003
222,124487,887.4286,104,-112.57141,-112.57141,0.92265654,0.05,0,0.0,True,11.257141,-0.015704485,-0.5485306842625144,98,59,985,0,31,73,244.52455,1918.0222,-9.102707,-4.924999999999917,0.0,-22.434953689575195,0.040283600334078074,0.07996401749551296,-105.84720230102539,0.0003
223,124999,828.3804,322,-171.61963,-171.61963,0.40950695,0.05,0,0.0,True,17.161963,-0.03663946,-1.0580760936439038,180,12,112,0,109,213,1139.2301,3013.9348,-53.496048,-0.5600000000000004,0.0,-22.360522747039795,0.22872050339356065,0.07996401749551296,-105.71061515808105,0.0003
224,125542,968.14154,120,-31.85846,-31.85846,0.5837541,0.05,0,0.0,True,3.1858459,-0.0224122,-0.5631612632423639,103,69,1698,1,32,88,126.212975,2136.0403,-17.279875,-8.489999999999927,0.0,-22.3870849609375,0.018647172953933477,0.07996401749551296,-105.93016242980957,0.0003
225,126088,994.3397,18,-5.6602783,-5.6602783,0.28674632,0.05,0,0.0,True,0.5660278,-0.0020064788,-0.22113542671272063,44,64,496,1,3,15,33.96881,983.9243,0.0,-2.4799999999999693,0.0,-22.442965507507324,0.13703661505132914,0.07996395975351334,-106.13960647583008,0.0003
226,126699,973.1279,208,-26.87207,-26.87207,1.6039258,0.05,0,0.0,True,2.687207,-0.022285236,-0.5008351961523295,46,65,65,1,85,123,828.1813,2360.6572,-13.965968,-0.3250000000000002,0.0,-22.390442848205566,0.3650214560329914,0.07996397465467453,-106.06596374511719,0.0003
227,127201,992.1713,40,-7.8286743,-7.8286743,0.38008556,0.05,0,0.0,True,0.78286743,-0.008818953,-0.3374488744139671,111,69,1382,1,8,32,130.26515,1050.7139,-3.0066063,-6.909999999999875,0.0,-22.446281909942627,0.02946425648406148,0.07996400259435177,-106.11375999450684,0.0003
228,127731,998.30035,48,-1.699646,-1.699646,0.24405946,0.05,0,0.0,True,0.1699646,-0.0026030638,-0.33445482622787026,39,98,856,0,8,40,24.719603,1327.5902,-2.1239793,-4.279999999999931,0.0,-22.47227954864502,0.016620431328192353,0.07996401749551296,-105.99668312072754,0.0003
229,128605,1005.5633,255,5.5632935,5.5632935,3.158159,0.05,0,0.0,True,-0.55632937,-0.05176755,-0.9593285812437529,155,230,1333,1,104,151,873.93726,2403.078,-24.040247,-6.66499999999988,0.0,-22.433990478515625,0.05662449076771736,0.07996398769319057,-105.91371536254883,0.0003
230,129119,993.9452,13,-6.0548096,-6.0548096,0.2397667,0.05,0,0.0,True,0.60548097,-0.0010365729,-0.21831953383982172,35,68,71,1,1,12,34.33076,1185.5311,0.0,-0.3550000000000002,0.0,-22.391785144805908,0.027814494213089347,0.07996398769319057,-106.0418472290039,0.0003
231,129710,1025.5522,33,25.552246,25.552246,1.9274075,0.05,0,0.0,True,-2.5552247,-0.008699419,-0.22559601716697206,41,285,739,1,12,21,276.63388,845.3231,-0.694349,-3.6949999999999434,0.0,-22.38355302810669,0.01595552801154554,0.07996399141848087,-105.77922439575195,0.0003
232,129945,991.48804,8,-8.511963,-8.511963,0.055939157,0.05,0,0.0,True,0.85119635,-0.0011652001,-0.15987640477716927,11,76,389,1,0,8,0.0,1092.4265,0.0,-1.9449999999999805,0.0,-22.431196212768555,0.02729951194487512,0.07996395975351334,-106.13603782653809,0.0003
233,130557,985.3527,66,-14.647278,-14.647278,0.3203587,0.05,0,0.0,True,1.4647278,-0.012018987,-0.45278561033308484,46,51,87,1,17,49,129.8859,2025.4325,-11.077365,-0.4350000000000003,0.0,-22.47110652923584,0.02940526115708053,0.07996398769319057,-106.18464279174805,0.0003
234,131190,956.2486,109,-43.751404,-43.751404,0.8640297,0.05,0,0.0,True,4.37514,-0.015735824,-0.3681402517110109,83,335,113,0,29,80,316.56418,3195.3442,-19.293827,-0.5650000000000004,0.0,-22.450220108032227,0.01205253682564944,0.0799640417098999,-106.09251594543457,0.0003
235,131757,884.83997,459,-115.160034,-115.160034,0.16088982,0.05,0,0.0,True,11.516004,-0.042686615,-1.206018179059028,326,84,1136,0,128,331,1009.21136,8493.759,-62.619995,-5.679999999999901,0.0,-22.404322147369385,0.07635056902654469,0.0799640640616417,-105.61605072021484,0.0003
236,132301,988.3884,32,-11.611572,-11.611572,0.3968009,0.05,0,0.0,True,1.1611573,-0.005547671,-0.23569185018539426,41,148,1115,0,4,28,7.8178225,1333.785,-2.238327,-5.574999999999903,0.0,-22.464418411254883,0.010824432130903006,0.0799640417098999,-106.14699363708496,0.0003
237,134100,907.2947,78,-92.70532,-92.70532,0.20401132,0.05,0,0.0,True,9.270533,-0.016435347,-0.38010129600763337,80,28,4780,1,24,54,319.32248,1907.6755,-8.401543,-23.89999999999953,0.0,-22.449023723602295,0.010184644139371812,0.07996398769319057,-106.1242904663086,0.0003
238,134678,999.66113,12,-0.3388672,-0.3388672,0.42310947,0.05,0,0.0,True,0.03388672,-0.0023709233,-0.1470534089207649,14,323,522,1,1,11,21.566824,1276.3583,0.0,-2.6099999999999666,0.0,-22.40501642227173,0.23979274928569794,0.07996401749551296,-105.93136978149414,0.0003
239,135218,904.32666,125,-95.67334,-95.67334,0.9888026,0.05,0,0.0,True,9.567334,-0.028609894,-0.5123443731229406,76,30,454,1,48,77,530.77374,1693.2665,-20.507193,-2.269999999999974,0.0,-22.39974069595337,0.012412038631737232,0.07996402680873871,-105.85395622253418,0.0003
240,135754,1026.2673,14,26.267334,26.267334,1.668355,0.05,0,0.0,True,-2.6267335,-0.004088628,-0.18823681019246583,20,149,1337,0,0,14,0.0,1029.9586,0.0,-6.68499999999988,0.0,-22.422142505645752,0.05451797088608146,0.07996399141848087,-105.85307502746582,0.0003
241,136307,947.6001,801,-52.399902,-52.399902,2.116515,0.05,0,0.0,True,5.23999,-0.118732646,-2.0498656240819066,599,247,1224,0,242,559,1388.8124,12073.414,-92.40908,-6.119999999999892,0.00028239915,-22.403647422790527,0.024564117193222046,0.07996401749551296,-105.95275115966797,0.0003
242,136866,1021.15515,45,21.155151,21.155151,1.9989686,0.05,0,0.0,True,-2.115515,-0.0064804847,-0.29743644737067026,43,114,821,0,15,30,129.04544,1178.6273,-2.3530185,-4.104999999999935,0.0,-22.434913635253906,0.027789696352556348,0.07996397092938423,-105.78436851501465,0.0003
243,137590,992.0661,43,-7.933899,-7.933899,0.34688583,0.05,0,0.0,True,0.79338986,-0.016619343,-0.33763886228203777,35,144,1450,0,7,36,22.37444,1661.4598,-13.207173,-7.249999999999868,0.0,-22.41190004348755,0.06929134670644999,0.07996398769319057,-105.95928764343262,0.0003
244,138160,1000.5346,13,0.53460693,0.53460693,0.030803958,0.05,0,0.0,True,-0.05346069,-0.00076926313,-0.196330011934042,16,158,1221,0,0,13,0.0,1090.4226,0.0,-6.104999999999892,0.0,-22.40209436416626,0.15415424015372992,0.0799640454351902,-106.04084014892578,0.0003
245,138683,938.0561,39,-61.94391,-61.94391,0.80421484,0.05,0,0.0,True,6.194391,-0.009308084,-0.2656481985747816,30,10,49,0,20,19,538.6784,1146.019,-2.8645341,-0.24500000000000013,0.0,-22.410621166229248,0.04226188641041517,0.0799640454351902,-105.8923511505127,0.0003
246,139207,678.3324,89,-321.6676,-321.6676,0.012266254,0.05,0,0.0,True,32.16676,-0.021621313,-0.5539339356869457,82,51,722,0,24,65,340.3887,1333.4268,-13.906318,-3.6099999999999453,0.0,-22.445305347442627,0.1982616560999304,0.07996400259435177,-106.18679428100586,0.0003
247,139848,988.0693,236,-11.930725,-11.930725,1.7465919,0.05,0,0.0,True,1.1930726,-0.019404441,-0.7689528778940438,140,62,145,1,81,155,456.72656,3693.521,-14.809554,-0.7250000000000005,0.0,-22.41877841949463,0.0849842457100749,0.07996398769319057,-106.21159172058105,0.0003
248,141833,942.54,81,-57.460022,-57.460022,0.3271727,0.05,0,0.0,True,5.746002,-0.03346744,-0.3866534151881932,54,69,5517,0,22,59,424.34003,1982.6088,-18.58406,-27.584999999998796,0.0,-22.38858461380005,0.019673075061291456,0.07996398769319057,-105.79908180236816,0.0003
249,142397,997.1337,13,-2.866272,-2.866272,0.04840298,0.05,0,0.0,True,0.28662717,-0.0018128972,-0.21995622918009758,30,132,1311,0,0,13,0.0,999.04254,0.0,-6.5549999999998825,0.0,-22.43423557281494,0.015911174472421408,0.07996401749551296,-105.98023986816406,0.0003
250,142954,1002.5973,19,2.59729,2.59729,0.3128576,0.05,0,0.0,True,-0.259729,-0.001302782,-0.2034857583791018,14,53,112,1,2,17,33.52352,1162.8113,-0.38162494,-0.5600000000000004,0.0,-22.447277069091797,0.015000320738181472,0.07996398769319057,-106.11367416381836,0.0003
251,143495,985.039,10,-14.960999,-14.960999,0.922841,0.05,0,0.0,True,1.4960998,-0.025867047,-0.13607697106897837,8,137,1119,0,2,8,130.03584,956.45605,0.0,-5.594999999999903,0.0,-22.443993091583252,0.02164086000993848,0.07996401749551296,-106.09628868103027,0.0003
252,144062,990.6942,161,-9.305786,-9.305786,2.473288,0.05,0,0.0,True,0.93057865,-0.02807529,-0.6900703351110868,96,130,405,0,65,96,994.27814,2025.3439,-11.446585,-2.024999999999979,0.0,-22.42561149597168,0.02337504248134792,0.07996396534144878,-106.10843086242676,0.0003
253,144569,978.31665,356,-21.68335,-21.68335,3.1783218,0.05,0,0.0,True,2.168335,-0.034341853,-1.5120666019052096,480,37,6,1,112,244,892.97723,6390.3022,-74.10333,-0.030000000000000002,0.0008303714,-22.441823959350586,0.040890024276450276,0.07996401749551296,-105.94342231750488,0.0003
254,145154,975.74457,18,-24.255432,-24.255432,0.101524375,0.05,0,0.0,True,2.4255433,-0.0022270652,-0.23172205321490766,26,73,895,1,0,18,0.0,1035.4182,0.0,-4.474999999999927,0.0,-22.418981075286865,0.022361337672919035,0.07996399141848087,-105.87155342102051,0.0003
255,145837,1003.37354,30,3.3735352,3.3735352,0.43079716,0.05,0,0.0,True,-0.3373535,-0.0021310134,-0.2814378808438777,40,63,835,0,1,29,2.0813813,1158.1946,-0.89202034,-4.174999999999933,0.0,-22.409132957458496,0.019164009485393763,0.07996401749551296,-105.78300094604492,0.0003
256,146373,960.5212,96,-39.47882,-39.47882,1.0189718,0.05,0,0.0,True,3.947882,-0.06701816,-0.536137577369809,73,137,1078,0,17,79,43.054764,2390.7854,-29.665213,-5.389999999999907,0.0,-22.43541383743286,0.021544218063354492,0.07996402680873871,-105.97840690612793,0.0003
257,146900,838.2361,504,-161.76392,-161.76392,0.0006681352,0.05,0,0.0,True,16.176392,-0.056822773,-2.1481729187364014,331,25,0,0,174,330,1844.8767,9045.308,-99.65131,0.0,1.3535617e-06,-22.362759590148926,0.022059813141822815,0.07996398769319057,-106.00872611999512,0.0003
258,147431,937.4972,200,-62.502808,-62.502808,1.3595884,0.05,0,0.0,True,6.250281,-0.01642239,-0.872613427862525,48,18,16,0,82,118,1074.3553,3344.2307,-20.492424,-0.08,0.0,-22.434646129608154,0.02503902406897396,0.07996395975351334,-106.14399147033691,0.0003
259,147939,1024.2665,9,24.26648,24.26648,1.3146589,0.05,0,0.0,True,-2.426648,-0.0012797903,-0.11347371466457845,1,105,272,0,1,8,92.71745,1176.8005,0.0,-1.359999999999993,0.0,-22.42803955078125,0.01577604841440916,0.07996400818228722,-105.95118141174316,0.0003
260,148483,841.13855,288,-158.86145,-158.86145,0.2757847,0.05,0,0.0,True,15.886145,-0.020953689,-1.038671884015202,116,58,117,0,98,190,1081.6982,5035.2153,-27.52228,-0.5850000000000004,0.0,-22.413191318511963,0.035354669322259724,0.07996399700641632,-105.75190544128418,0.0003
261,148985,988.8242,49,-11.175781,-11.175781,0.69849306,0.05,0,0.0,True,1.1175781,-0.011349709,-0.34772278703749177,76,65,1920,0,12,37,52.895443,1365.4309,-8.850987,-9.600000000000101,0.0,-22.429474353790283,0.026642155600711703,0.0799640454351902,-105.94126892089844,0.0003
262,149520,992.2987,12,-7.701294,-7.701294,0.23057923,0.05,0,0.0,True,0.7701294,-0.0017118895,-0.18636153735220432,23,83,804,0,0,12,0.0,1024.5004,0.0,-4.0199999999999365,0.0,-22.401718139648438,0.044202402234077454,0.07996407523751259,-105.69842720031738,0.0003
263,150673,940.5869,29,-59.413086,-59.413086,0.023490865,0.05,0,0.0,True,5.9413085,-0.010673421,-0.24008237585425368,31,171,3565,1,5,24,76.388054,1229.9578,-9.584459,-17.82500000000074,0.0,-22.453834056854248,0.0585142164491117,0.0799640454351902,-106.03199195861816,0.0003
264,151207,992.70654,548,-7.293457,-7.293457,4.846396,0.05,0,0.0,True,0.72934574,-0.04272644,-1.6783029469847686,416,183,333,0,160,388,961.51715,7790.885,-45.998577,-1.6649999999999865,0.0,-22.447912216186523,0.07321052625775337,0.07996400818228722,-106.01404762268066,0.0003
265,151741,964.00916,265,-35.990845,-35.990845,1.5873089,0.05,0,0.0,True,3.5990846,-0.03588309,-1.1039503699942093,224,75,973,1,95,170,283.47543,5245.5923,-36.064137,-4.8649999999999185,0.0,-22.406168460845947,0.06423639273270965,0.07996395975351334,-106.06734848022461,0.0003
266,152145,999.3287,12,-0.6713257,-0.6713257,0.41339958,0.05,0,0.0,True,0.06713256,-0.00085477787,-0.1487072549015283,11,124,324,1,0,12,0.0,1093.2859,0.0,-1.6199999999999875,0.0,-22.431427478790283,0.05664673261344433,0.07996401377022266,-106.1157054901123,0.0003
267,152702,998.0838,11,-1.9161987,-1.9161987,0.08705859,0.05,0,0.0,True,0.19161987,-0.001304887,-0.17143416523933414,25,131,1142,1,0,11,0.0,999.90515,0.0,-5.7099999999999005,0.0,-22.449798107147217,0.017246336909011006,0.07996401749551296,-106.05722999572754,0.0003
268,153232,989.22705,7,-10.772949,-10.772949,0.16621852,0.05,0,0.0,True,1.077295,-0.0016719641,-0.13365585237741473,9,22,889,0,0,7,0.0,1003.25507,0.0,-4.4449999999999275,0.0,-22.420236587524414,0.045436433516442776,0.07996395975351334,-106.18285369873047,0.0003
269,153747,1004.8778,9,4.8778076,4.8778076,0.27438015,0.05,0,0.0,True,-0.48778075,-0.0022322251,-0.13260960653424264,14,180,43,1,1,8,82.99715,1016.92755,0.0,-0.2150000000000001,0.0,-22.434727668762207,0.06256108917295933,0.07996398210525513,-106.17352294921875,0.0003
270,154329,984.1765,51,-15.823486,-15.823486,0.5025312,0.05,0,0.0,True,1.5823487,-0.01007735,-0.24120833501219743,54,75,1191,1,12,39,84.7425,1497.5725,-9.702466,-5.954999999999895,0.0,-22.40664529800415,0.01991708017885685,0.07996400259435177,-105.79258155822754,0.0003
271,154857,998.426,12,-1.5739746,-1.5739746,0.11738916,0.05,0,0.0,True,0.15739746,-0.0012297749,-0.1811474511295408,34,134,150,1,0,12,0.0,1086.5935,0.0,-0.7500000000000006,0.0,-22.423576831817627,0.042580654844641685,0.07996399141848087,-105.97944068908691,0.0003
272,155423,996.2986,17,-3.701416,-3.701416,0.4482645,0.05,0,0.0,True,0.3701416,-0.0029294374,-0.18306962803006174,21,111,120,1,5,12,134.0027,910.146,-0.1330348,-0.6000000000000004,0.0,-22.36530351638794,0.04132064338773489,0.07996402308344841,-105.84573173522949,0.0003
273,155958,947.10236,128,-52.897644,-52.897644,0.5850753,0.05,0,0.0,True,5.2897644,-0.068529814,-0.5199518465250731,103,201,1638,0,34,94,183.77655,2781.841,-49.77705,-8.18999999999988,0.0,-22.436960220336914,0.027657219907268882,0.07996401749551296,-105.98763084411621,0.0003
