file,error,schema_version,race_date,race_time_local,venue,race_number,race_code,race_class,distance_m,runner_count,level_depth_k,market_id,commission_rate,total_snapshots,pre_race_snapshots,in_play_snapshots,pre_race_duration_secs,avg_snapshot_interval_secs,secs_to_off_at_capture_start,secs_to_off_at_last_pre_race,pre_race_window_secs,total_matched_at_start,total_matched_at_off,total_matched_final,liquidity_growth_ratio,fav_runner_idx,fav_price_start,fav_price_end,fav_price_drift_pct,fav_spread_pct_mean,fav_spread_pct_max,fav_traded_vol_total,ob_imbalance_mean_std,ob_imbalance_max_std,microprice_null_rate_mean,mean_ret_std_5s,field_spread_pct_mean,field_spread_pct_median,track_surface_null_rate,track_condition_null_rate,prob_implied_null_rate,secs_since_last_trade_null_rate,back_overround_mean,back_overround_final,lay_overround_mean,result_closed,result_winner_idx,result_winner_selids,winner_was_favourite,checks_passed,checks_total,is_suitable
2025-10-27_Ararat_Race4_1.249642781.parquet,,1.2.0,2025-10-27,08:45:00,Ararat,4,Harness,Pace,1790.0,8,3,1.249642781,0.05,45,0,45,0.0,,,,0.0,33711.0,,36806.0,1.09,,,,,,,,,,,,,,1.0,1.0,,,,,,1,4.0,78047792,,2,9,False
2025-10-29_Bendigo_Race7_1.249697941.parquet,,1.2.0,2025-10-29,05:20:00,Bendigo,7,Flat,,2400.0,14,3,1.249697941,0.05,561,561,0,750.1,1.34,658.9,-91.2,750.1,63487.0,328287.0,328287.0,5.17,5.0,3.6,3.65,1.39,1.53,3.08,122808.0,0.2113,0.2899,0.0,0.005424,6.46,4.76,1.0,1.0,0.0,0.0,102.01,102.12,98.66,1,3.0,90457623,0.0,9,9,True
2025-10-29_Doomben_Race4_1.249696373.parquet,,1.2.0,2025-10-29,04:53:00,Doomben,4,Flat,,1660.0,9,3,1.249696373,0.05,35,0,35,0.0,,,,0.0,130443.0,,130443.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,0.0,2088794,,2,9,False
2025-10-29_MurrayBridge_Race4_1.249695848.parquet,,1.2.0,2025-10-29,05:00:00,Murray Bridge,4,Flat,,2000.0,11,3,1.249695848,0.05,205,19,186,24.0,1.33,-38.5,-62.5,24.0,63905.0,71280.0,79377.0,1.24,5.0,3.7,3.65,1.35,1.81,2.78,25178.0,0.1463,0.3631,0.0,0.00567,4.75,3.85,1.0,1.0,0.0,0.0,101.67,102.05,98.2,1,8.0,89392318,0.0,7,9,False
2025-10-29_Rosehill_Race3_1.249698338.parquet,,1.2.0,2025-10-29,05:10:00,Rosehill,3,Flat,,1500.0,8,3,1.249698338,0.05,444,309,135,411.0,1.33,378.1,-32.9,411.0,17212.0,104232.0,113159.0,6.57,4.0,2.4,2.64,10.0,1.58,5.04,53553.0,0.2366,0.3943,0.25,0.00581,6.31,4.76,1.0,1.0,0.25,0.25,101.38,101.85,98.23,1,3.0,2280864,0.0,9,9,True
2025-10-30_Ballarat_Race5_1.249828368.parquet,,1.2.0,2025-10-30,09:07:00,Ballarat,5,Harness,Pace,1710.0,9,3,1.249828368,0.05,736,549,187,731.2,1.33,658.6,-72.6,731.2,584.0,28296.0,33108.0,56.69,8.0,3.8,4.3,13.16,8.56,31.58,5683.0,0.2748,0.5003,0.0002,0.005346,25.72,10.53,1.0,1.0,0.0,0.0,104.04,102.6,94.12,1,3.0,75674456,0.0,8,9,False
2025-10-30_Ballarat_Race6_1.249828370.parquet,,1.2.0,2025-10-30,09:45:00,Ballarat,6,Harness,Pace,1710.0,9,3,1.249828370,0.05,542,542,0,721.8,1.33,658.6,-63.2,721.8,367.0,24319.0,24319.0,66.26,8.0,1.5,1.35,10.0,1.95,6.8,19284.0,0.2981,0.5145,0.0209,0.005486,36.2,27.27,1.0,1.0,0.0,0.0,103.63,102.0,97.22,1,8.0,85745170,1.0,9,9,True
2025-10-30_Ballarat_Race7_1.249828372.parquet,,1.2.0,2025-10-30,10:15:00,Ballarat,7,Harness,Pace,1710.0,9,3,1.249828372,0.05,713,530,183,706.9,1.34,658.6,-48.3,706.9,718.0,23097.0,27613.0,38.46,2.0,1.6,1.79,11.87,4.12,12.5,14756.0,0.2513,0.3708,0.0,0.006207,49.94,31.25,1.0,1.0,0.0,0.0,104.49,102.19,94.65,1,2.0,86655345,1.0,9,9,True
2025-10-30_Northam_Race1_1.249753574.parquet,,1.2.0,2025-10-30,05:47:00,Northam,1,Flat,,1000.0,9,3,1.249753574,0.05,299,299,0,397.7,1.33,302.5,-95.2,397.7,10822.0,70046.0,70046.0,6.47,4.0,2.52,2.86,13.49,1.39,5.98,33564.0,0.2321,0.3134,0.0,0.007465,18.52,9.09,1.0,1.0,0.0,0.0,101.78,104.37,98.42,1,5.0,90485020,0.0,9,9,True
2025-10-30_Northam_Race4_1.249753589.parquet,,1.2.0,2025-10-30,07:35:00,Northam,4,Flat,,1400.0,14,3,1.249753589,0.05,406,406,0,540.5,1.33,658.6,118.1,540.5,12431.0,28195.0,28195.0,2.27,8.0,2.1,2.12,0.95,1.26,1.92,11468.0,0.1956,0.3029,0.0,0.004384,28.24,14.58,1.0,1.0,0.0,0.0,102.39,101.94,98.29,1,6.0,69067384,0.0,8,9,False
2025-10-30_Northam_Race5_1.249753594.parquet,,1.2.0,2025-10-30,08:10:00,Northam,5,Flat,,1400.0,9,3,1.249753594,0.05,634,512,122,681.8,1.33,658.3,-23.5,681.8,9674.0,79985.0,88089.0,9.11,2.0,2.94,2.94,0.0,2.84,8.62,42500.0,0.2088,0.3208,0.0,0.004414,9.17,6.16,1.0,1.0,0.0,0.0,102.16,101.39,97.83,1,1.0,72851107,0.0,8,9,False
2025-10-30_Northam_Race6_1.249753599.parquet,,1.2.0,2025-10-30,08:46:00,Northam,6,Flat,,1300.0,9,3,1.249753599,0.05,515,515,0,680.9,1.32,658.8,-22.1,680.9,8084.0,63097.0,63097.0,7.81,3.0,3.0,2.48,17.33,2.59,18.55,27315.0,0.2766,0.4276,0.0,0.005582,10.9,6.45,1.0,1.0,0.0,0.0,102.56,109.1,97.81,1,6.0,78231794,0.0,9,9,True
2025-10-30_Northam_Race7_1.249753604.parquet,,1.2.0,2025-10-30,09:23:00,Northam,7,Flat,,1100.0,11,3,1.249753604,0.05,130,130,0,172.2,1.33,658.9,486.7,172.2,7843.0,11333.0,11333.0,1.44,2.0,3.4,3.35,1.47,3.66,7.35,3168.0,0.1755,0.3275,0.0,0.00195,8.55,8.33,1.0,1.0,0.0,0.0,103.28,102.7,97.11,0,-1.0,,,8,9,False
2025-10-30_Penrith_Race5_1.249829083.parquet,,1.2.0,2025-10-30,09:29:00,Penrith,5,Harness,Pace,1720.0,10,3,1.249829083,0.05,202,202,0,268.1,1.33,215.4,-52.7,268.1,6289.0,28277.0,28277.0,4.5,4.0,1.79,1.69,5.59,2.19,9.09,20417.0,0.2449,0.3134,0.0,0.010447,33.7,23.08,1.0,1.0,0.0,0.0,102.95,103.74,95.93,1,6.0,54946101,0.0,9,9,True
2025-10-30_Penrith_Race6_1.249829086.parquet,,1.2.0,2025-10-30,10:00:00,Penrith,6,Harness,Pace,1720.0,10,3,1.249829086,0.05,551,551,0,737.3,1.34,658.6,-78.7,737.3,2.0,19054.0,19054.0,9527.0,9.0,2.28,2.8,22.81,21.45,141.23,6911.0,0.2828,0.4173,0.0,0.007842,117.64,53.33,1.0,1.0,0.0,0.0,107.3,105.33,89.35,0,-1.0,,,7,9,False
2025-10-30_Penrith_Race7_1.249829089.parquet,,1.2.0,2025-10-30,10:30:00,Penrith,7,Harness,Pace,1720.0,10,3,1.249829089,0.05,731,544,187,724.9,1.33,658.8,-66.1,724.9,23.0,10720.0,17477.0,759.87,5.0,2.78,5.1,83.45,47.19,115.83,1758.0,0.2901,0.4965,0.0,0.006036,139.21,50.0,1.0,1.0,0.0,0.0,113.38,108.25,83.45,1,0.0,39436943,0.0,8,9,False
2025-10-30_SapphireCoast_Race3_1.249749505.parquet,,1.2.0,2025-10-30,04:25:00,Sapphire Coast,3,Flat,,1600.0,8,3,1.249749505,0.05,667,526,141,700.5,1.33,655.7,-44.8,700.5,2389.0,54755.0,63726.0,26.67,0.0,2.3,2.22,3.48,2.97,6.6,25637.0,0.2983,0.416,0.0,0.006013,33.81,9.68,1.0,1.0,0.0,0.0,102.43,100.9,95.61,1,0.0,933247,1.0,9,9,True
2025-10-30_SapphireCoast_Race4_1.249749510.parquet,,1.2.0,2025-10-30,05:05:00,Sapphire Coast,4,Flat,,1600.0,8,3,1.249749510,0.05,653,510,143,679.1,1.33,658.9,-20.2,679.1,1167.0,18934.0,29852.0,25.58,3.0,2.5,2.9,16.0,3.84,16.8,6641.0,0.2677,0.3525,0.0,0.004341,15.87,10.0,1.0,1.0,0.0,0.0,102.66,100.81,95.43,1,3.0,83985256,1.0,9,9,True
2025-10-30_SapphireCoast_Race5_1.249749515.parquet,,1.2.0,2025-10-30,05:40:00,Sapphire Coast,5,Flat,,1400.0,10,3,1.249749515,0.05,69,0,69,0.0,,,,0.0,45277.0,,50819.0,1.12,,,,,,,,,,,,,,1.0,1.0,,,,,,1,1.0,78781744,,2,9,False
2025-10-30_SapphireCoast_Race7_1.249749525.parquet,,1.2.0,2025-10-30,06:50:00,Sapphire Coast,7,Flat,,1200.0,10,3,1.249749525,0.05,581,581,0,773.9,1.33,658.7,-115.2,773.9,5213.0,66736.0,66736.0,12.8,0.0,3.25,2.64,18.77,8.75,28.12,21780.0,0.257,0.3894,0.1,0.005082,18.3,9.68,1.0,1.0,0.1,0.1,102.12,109.67,94.44,1,6.0,88779530,0.0,8,9,False
2025-10-30_Warrnambool_Race5_1.249751794.parquet,,1.2.0,2025-10-30,04:30:00,Warrnambool,5,Flat,,1200.0,16,3,1.249751794,0.05,602,602,0,801.9,1.33,658.8,-143.1,801.9,7506.0,99412.0,99412.0,13.24,8.0,3.65,3.3,9.59,2.32,5.13,38743.0,0.2442,0.3595,0.1436,0.004746,17.38,8.7,1.0,1.0,0.125,0.125,102.26,102.12,97.64,1,8.0,89348160,1.0,9,9,True
2025-10-30_Warrnambool_Race6_1.249751803.parquet,,1.2.0,2025-10-30,05:00:00,Warrnambool,6,Flat,,1200.0,12,3,1.249751803,0.05,84,84,0,110.9,1.34,658.7,547.9,110.9,13743.0,20125.0,20125.0,1.46,4.0,2.14,2.3,7.48,1.45,2.7,15024.0,0.1773,0.5217,0.0,0.002477,15.57,9.52,1.0,1.0,0.0,0.0,102.74,102.02,97.42,0,-1.0,,,8,9,False
2025-10-30_Warrnambool_Race7_1.249751812.parquet,,1.2.0,2025-10-30,05:30:00,Warrnambool,7,Flat,,1700.0,9,3,1.249751812,0.05,676,521,155,693.7,1.33,658.6,-35.2,693.7,6946.0,133226.0,152585.0,21.97,5.0,2.02,1.67,17.33,1.03,3.78,94518.0,0.1971,0.321,0.2222,0.005138,7.0,4.88,1.0,1.0,0.2222,0.2222,101.29,101.14,98.27,1,6.0,42769641,0.0,9,9,True
2025-10-30_Warrnambool_Race8_1.249751821.parquet,,1.2.0,2025-10-30,06:00:00,Warrnambool,8,Flat,,1400.0,17,3,1.249751821,0.05,771,651,120,867.2,1.33,658.7,-208.5,867.2,9264.0,94246.0,107233.0,11.58,11.0,4.2,3.2,23.81,2.04,5.0,46292.0,0.2087,0.3646,0.2353,0.003402,8.67,5.71,1.0,1.0,0.2353,0.2353,102.6,102.37,97.6,1,11.0,90485507,1.0,9,9,True
2025-10-30_Wyong_Race5_1.249751279.parquet,,1.2.0,2025-10-30,04:40:00,Wyong,5,Flat,,1200.0,9,3,1.249751279,0.05,542,542,0,721.8,1.33,659.0,-62.9,721.8,5679.0,58242.0,58242.0,10.26,7.0,2.82,2.76,2.13,1.92,4.72,25349.0,0.2821,0.4879,0.1111,0.003393,13.71,7.5,1.0,1.0,0.1111,0.1111,101.94,101.59,97.18,1,7.0,90485454,1.0,9,9,True
2025-10-30_Wyong_Race6_1.249751284.parquet,,1.2.0,2025-10-30,05:20:00,Wyong,6,Flat,,1000.0,9,3,1.249751284,0.05,518,518,0,690.9,1.34,658.7,-32.2,690.9,2179.0,37570.0,37570.0,17.24,1.0,3.8,4.8,26.32,5.07,17.33,6218.0,0.2672,0.3863,0.1111,0.004382,8.14,6.67,1.0,1.0,0.1111,0.1111,102.85,106.08,96.29,1,5.0,50088142,0.0,9,9,True
2025-10-30_Wyong_Race7_1.249751289.parquet,,1.2.0,2025-10-30,05:55:00,Wyong,7,Flat,,1000.0,10,3,1.249751289,0.05,710,626,84,834.0,1.33,613.8,-220.3,834.0,3627.0,64737.0,69750.0,19.23,4.0,3.75,4.0,6.67,3.28,8.86,21074.0,0.2843,0.3692,0.0174,0.003982,19.28,8.33,1.0,1.0,0.0,0.0,101.95,101.9,95.76,0,-1.0,,,8,9,False
2025-10-30_Wyong_Race8_1.249751294.parquet,,1.2.0,2025-10-30,06:30:00,Wyong,8,Flat,,1600.0,8,3,1.249751294,0.05,672,530,142,705.8,1.33,658.6,-47.2,705.8,3391.0,77836.0,87425.0,25.78,0.0,1.62,1.49,8.02,1.79,18.13,50138.0,0.1488,0.3425,0.5,0.004836,17.79,4.35,1.0,1.0,0.5,0.5,100.96,100.29,97.89,1,2.0,90485463,0.0,8,9,False
2025-10-31_Wagga_Race5_1.249829285.parquet,,1.2.0,2025-10-31,04:40:00,Wagga,5,Flat,,1600.0,10,3,1.249829285,0.05,45,0,45,0.0,,,,0.0,30486.0,,30486.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,5.0,4328985,,2,9,False
2025-11-01_Dalby_Race4_1.249873732.parquet,,1.2.0,2025-11-01,05:45:00,Dalby,4,Flat,,1400.0,11,3,1.249873732,0.05,990,990,0,1319.0,1.33,416.3,-902.8,1319.0,16453.0,38389.0,38389.0,2.33,5.0,2.32,2.26,2.59,1.89,5.26,23844.0,0.257,0.3931,0.0909,0.00095,7.3,6.9,1.0,1.0,0.0909,0.0909,102.38,102.24,97.89,1,-1.0,,,8,9,False
2025-11-01_Dalby_Race5_1.249873737.parquet,,1.2.0,2025-11-01,06:15:00,Dalby,5,Flat,,1200.0,16,3,1.249873737,0.05,1073,1073,0,1430.2,1.33,2172.4,742.2,1430.2,473.0,757.0,757.0,1.6,6.0,2.8,2.82,0.71,3.72,10.71,346.0,0.0949,0.2931,0.375,0.000901,33.56,25.71,1.0,1.0,0.375,0.375,104.56,103.97,91.26,1,-1.0,,,4,9,False
2025-11-01_Dubbo_Race5_1.249872244.parquet,,1.2.0,2025-11-01,05:08:00,Dubbo,5,Flat,,1300.0,14,3,1.249872244,0.05,45,0,45,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,1.0,76389171,,2,9,False
2025-11-01_EagleFarm_Race5_1.249832732.parquet,,1.2.0,2025-11-01,05:12:00,Eagle Farm,5,Flat,,1400.0,11,3,1.249832732,0.05,2157,2157,0,2880.2,1.34,1669.5,-1210.7,2880.2,74662.0,142677.0,142677.0,1.91,0.0,3.0,2.88,4.0,2.78,5.7,76460.0,0.2092,0.3627,0.0909,0.000604,5.6,4.76,1.0,1.0,0.0909,0.0909,101.78,101.64,97.6,1,-1.0,,,8,9,False
2025-11-01_EagleFarm_Race6_1.249832741.parquet,,1.2.0,2025-11-01,05:52:00,Eagle Farm,6,Flat,,1400.0,17,3,1.249832741,0.05,23,23,0,29.4,1.33,979.8,950.4,29.4,4060.0,0.0,0.0,0.0,3.0,4.1,,,7.32,7.32,,0.1188,0.3788,0.7238,0.0,25.96,18.33,1.0,1.0,0.7238,0.2941,107.31,,93.25,1,-1.0,,,3,9,False
2025-11-01_EagleFarm_Race7_1.249832750.parquet,,1.2.0,2025-11-01,06:32:00,Eagle Farm,7,Flat,,1000.0,10,3,1.249832750,0.05,1186,1186,0,1583.8,1.34,5172.5,3588.7,1583.8,2612.0,3676.0,3676.0,1.41,0.0,3.65,3.8,4.11,4.76,8.11,713.0,0.1721,0.3659,0.2,0.00041,16.56,8.82,1.0,1.0,0.2,0.2,103.26,103.44,95.33,1,-1.0,,,7,9,False
2025-11-01_Flemington_Race1_1.249828560.parquet,,1.2.0,2025-11-01,01:20:00,Flemington,1,Flat,,1600.0,9,3,1.249828560,0.05,652,510,142,679.0,1.33,656.4,-22.7,679.0,109457.0,433168.0,496143.0,4.53,3.0,2.02,1.99,1.49,0.95,1.98,257129.0,0.1846,0.2728,0.1111,0.004162,4.89,4.17,1.0,1.0,0.1111,0.1111,101.28,101.25,99.1,1,7.0,88927542,0.0,9,9,True
2025-11-01_Flemington_Race3_1.249828578.parquet,,1.2.0,2025-11-01,02:40:00,Flemington,3,Flat,,1200.0,13,3,1.249828578,0.05,119,119,0,157.4,1.33,658.5,501.0,157.4,113625.0,165333.0,165333.0,1.46,4.0,4.0,4.1,2.5,2.47,4.88,43966.0,0.1521,0.3953,0.0,0.003663,5.23,3.7,1.0,1.0,0.0,0.0,102.06,102.26,98.77,0,-1.0,,,8,9,False
2025-11-01_Flemington_Race5_1.249828596.parquet,,1.2.0,2025-11-01,04:00:00,Flemington,5,Flat,,1400.0,14,3,1.249828596,0.05,528,528,0,703.0,1.33,658.5,-44.5,703.0,106548.0,731208.0,731208.0,6.86,3.0,3.15,3.75,19.05,1.5,17.33,212181.0,0.1917,0.3248,0.2143,0.004056,4.73,4.35,1.0,1.0,0.2143,0.2143,101.81,103.6,98.6,1,5.0,90524780,0.0,9,9,True
2025-11-01_Flemington_Race6_1.249828605.parquet,,1.2.0,2025-11-01,04:40:00,Flemington,6,Flat,,1200.0,12,3,1.249828605,0.05,217,217,0,288.3,1.33,659.0,370.7,288.3,280988.0,492230.0,492230.0,1.75,2.0,3.4,3.2,5.88,1.54,3.08,178512.0,0.1794,0.3824,0.0,0.003157,4.86,4.76,1.0,1.0,0.0,0.0,101.78,101.76,99.39,1,2.0,90524785,1.0,9,9,True
2025-11-01_GoldCoast_Race7_1.249870390.parquet,,1.2.0,2025-11-01,05:29:00,Gold Coast,7,Flat,,1400.0,10,3,1.249870390,0.05,267,143,124,189.7,1.34,-437.2,-626.8,189.7,18252.0,22439.0,29398.0,1.61,3.0,3.3,3.25,1.52,2.07,3.12,5012.0,0.1915,0.2739,0.0,0.002377,8.83,8.0,1.0,1.0,0.0,0.0,102.7,102.41,97.46,1,1.0,90568231,0.0,9,9,True
2025-11-01_Morphettville_Race8_1.249831464.parquet,,1.2.0,2025-11-01,05:33:00,Morphettville,8,Flat,,1050.0,14,3,1.249831464,0.05,264,264,0,350.9,1.33,294.3,-56.5,350.9,9914.0,184659.0,184659.0,18.63,10.0,5.0,5.1,2.0,2.33,9.8,40884.0,0.1912,0.3241,0.0714,0.010165,17.55,4.76,1.0,1.0,0.0714,0.0714,102.31,111.81,98.37,1,0.0,90524251,0.0,9,9,True
2025-11-01_Randwick_Race7_1.249832225.parquet,,1.2.0,2025-11-01,05:00:00,Randwick,7,Flat,,1300.0,19,3,1.249832225,0.05,656,656,0,874.4,1.34,658.8,-215.6,874.4,64245.0,619757.0,619757.0,9.65,1.0,3.25,2.66,18.15,1.5,4.62,310332.0,0.2237,0.4027,0.2105,0.006265,7.51,5.56,1.0,1.0,0.2105,0.2105,101.82,105.01,98.57,1,1.0,82057569,1.0,9,9,True
2025-11-04_Ascot_Race4_1.249919540.parquet,,1.2.0,2025-11-04,05:58:00,Ascot,4,Flat,,1800.0,11,3,1.249919540,0.05,527,527,0,702.7,1.34,658.6,-44.1,702.7,4869.0,167512.0,167512.0,34.4,8.0,2.46,2.22,9.76,3.74,12.0,106123.0,0.249,0.3337,0.0909,0.005753,9.74,7.41,1.0,1.0,0.0909,0.0909,102.65,101.34,97.51,1,8.0,90569132,1.0,9,9,True
2025-11-04_Ascot_Race5_1.249919549.parquet,,1.2.0,2025-11-04,06:38:00,Ascot,5,Flat,,1800.0,10,3,1.249919549,0.05,425,425,0,565.6,1.33,527.3,-38.3,565.6,6086.0,92805.0,92805.0,15.25,3.0,4.5,4.0,11.11,3.32,7.5,35468.0,0.2328,0.2895,0.0,0.004464,6.63,4.88,1.0,1.0,0.0,0.0,102.3,101.93,97.4,1,9.0,67041006,0.0,9,9,True
2025-11-04_Ascot_Race6_1.249919558.parquet,,1.2.0,2025-11-04,07:15:00,Ascot,6,Flat,,1200.0,10,3,1.249919558,0.05,357,357,0,475.0,1.33,658.7,183.7,475.0,9170.0,36054.0,36054.0,3.93,7.0,1.98,2.34,18.18,1.06,2.0,18722.0,0.2575,0.4425,0.0611,0.006267,18.57,6.9,1.0,1.0,0.0,0.0,102.33,101.88,98.35,1,5.0,73643265,0.0,9,9,True
2025-11-04_Ascot_Race8_1.249919576.parquet,,1.2.0,2025-11-04,08:30:00,Ascot,8,Flat,Listed,1400.0,11,3,1.249919576,0.05,2356,2356,0,3143.3,1.33,658.6,-2484.7,3143.3,39722.0,199364.0,199364.0,5.02,1.0,3.3,3.1,6.06,2.24,4.03,63210.0,0.229,0.2953,0.0,0.002046,7.51,5.88,1.0,1.0,0.0,0.0,102.26,101.62,98.85,1,1.0,88694794,1.0,9,9,True
2025-11-04_Ascot_Race9_1.249919585.parquet,,1.2.0,2025-11-04,09:35:00,Ascot,9,Flat,,1600.0,10,3,1.249919585,0.05,1695,1695,0,2260.3,1.33,2158.9,-101.3,2260.3,4548.0,203076.0,203076.0,44.65,3.0,1.89,2.3,21.69,1.11,3.6,148498.0,0.2422,0.4057,0.1,0.002273,12.53,7.69,1.0,1.0,0.1,0.1,102.38,102.73,97.57,1,3.0,90569151,1.0,9,9,True
2025-11-04_Bunbury_Race8_1.250003952.parquet,,1.2.0,2025-11-04,09:20:00,Bunbury,8,Flat,,1705.0,13,3,1.250003952,0.05,853,703,150,936.6,1.33,658.9,-277.7,936.6,2651.0,95247.0,102572.0,38.69,0.0,3.1,4.1,32.26,3.48,10.29,27120.0,0.2078,0.2911,0.0769,0.004984,15.91,7.69,1.0,1.0,0.0769,0.0769,102.55,102.72,97.0,1,2.0,75964809,0.0,9,9,True
2025-11-04_EagleFarm_Race9_1.249997080.parquet,,1.2.0,2025-11-04,06:07:00,Eagle Farm,9,Flat,,1400.0,11,3,1.249997080,0.05,538,538,0,716.4,1.33,658.5,-57.9,716.4,12133.0,314063.0,314063.0,25.89,0.0,2.22,2.3,3.6,1.11,1.9,174634.0,0.2036,0.3105,0.1818,0.007919,7.71,4.0,1.0,1.0,0.1818,0.1818,101.77,100.9,98.71,1,0.0,89265256,1.0,9,9,True
2025-11-04_Echuca_Race7_1.250002689.parquet,,1.2.0,2025-11-04,06:34:00,Echuca,7,Flat,,1400.0,15,3,1.250002689,0.05,45,0,45,0.0,,,,0.0,83276.0,,83276.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1,11.0,90604529,,2,9,False
2025-11-04_Flemington_Race10_1.249916075.parquet,,1.2.0,2025-11-04,06:15:00,Flemington,10,Flat,,1400.0,20,3,1.249916075,0.05,1021,1021,0,1367.9,1.34,659.0,-709.0,1367.9,157660.0,911682.0,911682.0,5.78,4.0,3.85,3.95,2.6,1.53,5.0,232855.0,0.1539,0.3203,0.35,0.004159,4.83,4.17,1.0,1.0,0.35,0.35,101.89,108.32,99.03,1,7.0,90604335,0.0,8,9,False
2025-11-04_Flemington_Race7_1.249958061.parquet,,1.2.0,2025-11-04,04:00:00,Flemington,7,Flat,,3200.0,24,3,1.249958061,0.05,636,636,0,847.1,1.33,656.6,-190.6,847.1,6757931.0,8319972.0,8319972.0,1.23,5.0,6.8,6.2,8.82,2.59,5.08,1325105.0,0.2108,0.3744,0.0,0.002085,5.36,5.26,1.0,1.0,0.0,0.0,102.56,102.59,98.73,1,13.0,73918110,0.0,9,9,True
2025-11-04_Flemington_Race8_1.249916037.parquet,,1.2.0,2025-11-04,04:50:00,Flemington,8,Flat,Listed,1400.0,17,3,1.249916037,0.05,608,608,0,810.1,1.33,658.7,-151.4,810.1,100032.0,732505.0,732505.0,7.32,14.0,5.5,5.6,1.82,2.03,5.36,127491.0,0.2037,0.366,0.1176,0.005628,5.48,5.0,1.0,1.0,0.1176,0.1176,102.16,102.09,98.72,1,7.0,90604318,0.0,9,9,True
2025-11-04_Geraldton_Race5_1.250003977.parquet,,1.2.0,2025-11-04,08:13:00,Geraldton,5,Flat,,1120.0,14,3,1.250003977,0.05,636,540,96,721.0,1.34,658.2,-62.8,721.0,4558.0,74713.0,79866.0,17.52,5.0,2.74,2.92,6.57,2.23,8.84,27033.0,0.1804,0.3181,0.2857,0.005838,9.62,5.26,1.0,1.0,0.2857,0.2857,102.43,103.71,98.03,1,0.0,59085292,0.0,9,9,True
2025-11-04_Geraldton_Race6_1.250003982.parquet,,1.2.0,2025-11-04,08:50:00,Geraldton,6,Flat,,1420.0,14,3,1.250003982,0.05,672,672,0,895.5,1.33,658.9,-236.6,895.5,3173.0,78590.0,78590.0,24.77,6.0,3.45,5.6,62.32,3.16,8.57,13856.0,0.1993,0.3551,0.2857,0.004654,12.2,7.32,1.0,1.0,0.2857,0.2857,102.88,101.74,97.48,1,2.0,61070029,0.0,9,9,True
2025-11-04_Geraldton_Race7_1.250003987.parquet,,1.2.0,2025-11-04,09:30:00,Geraldton,7,Flat,,1220.0,12,3,1.250003987,0.05,786,680,106,905.9,1.33,658.6,-247.4,905.9,2603.0,91353.0,98292.0,37.76,2.0,3.1,3.05,1.61,3.79,9.84,29996.0,0.248,0.3925,0.0833,0.00432,11.53,7.41,1.0,1.0,0.0833,0.0833,103.03,102.73,97.45,1,2.0,12901533,1.0,9,9,True
2025-11-04_Morphettville_Race10_1.249919288.parquet,,1.2.0,2025-11-04,07:10:00,Morphettville,10,Flat,,1050.0,17,3,1.249919288,0.05,138,138,0,182.8,1.33,98.3,-84.5,182.8,29537.0,137903.0,137903.0,4.67,0.0,6.6,7.0,6.06,3.35,6.45,28315.0,0.2037,0.3076,0.1176,0.011138,7.2,4.35,1.0,1.0,0.1176,0.1176,101.95,101.33,98.15,1,0.0,16825304,1.0,9,9,True
2025-11-04_Randwick_Race10_1.249916679.parquet,,1.2.0,2025-11-04,07:05:00,Randwick,10,Flat,,1000.0,14,3,1.249916679,0.05,612,528,84,703.1,1.33,658.9,-44.2,703.1,41373.0,238899.0,253799.0,6.13,5.0,3.6,4.2,16.67,2.0,7.14,68821.0,0.1676,0.3632,0.3571,0.005567,4.98,3.45,1.0,1.0,0.3571,0.3571,101.61,100.76,98.44,1,5.0,82566365,1.0,8,9,False
2025-11-04_Randwick_Race7_1.249916652.parquet,,1.2.0,2025-11-04,05:10:00,Randwick,7,Flat,,1600.0,20,3,1.249916652,0.05,108,108,0,142.7,1.33,658.8,516.1,142.7,13285.0,19580.0,19580.0,1.47,6.0,6.2,6.8,9.68,5.81,9.09,3746.0,0.1758,0.4876,0.25,0.002628,13.98,9.09,1.0,1.0,0.25,0.25,102.66,102.23,96.33,0,-1.0,,,8,9,False
2025-11-09_Ararat_Race7_1.250247096.parquet,,1.2.0,2025-11-09,05:50:00,Ararat,7,Flat,,1300.0,12,3,1.250247096,0.05,515,515,0,685.6,1.33,658.3,-27.3,685.6,12533.0,113164.0,113164.0,9.03,3.0,3.5,3.55,1.43,2.0,4.35,42969.0,0.2064,0.3656,0.1667,0.005836,16.59,5.88,1.0,1.0,0.1667,0.1667,102.1,101.2,98.65,1,1.0,90847937,0.0,9,9,True
2025-11-09_Ararat_Race8_1.250247104.parquet,,1.2.0,2025-11-09,06:25:00,Ararat,8,Flat,,1100.0,10,3,1.250247104,0.05,525,525,0,699.1,1.33,658.9,-40.3,699.1,7671.0,91387.0,91387.0,11.91,0.0,3.1,2.86,7.74,2.65,6.67,35951.0,0.2158,0.3112,0.1,0.005394,6.79,4.76,1.0,1.0,0.1,0.1,102.09,105.71,98.29,1,0.0,70965867,1.0,9,9,True
