file,error,schema_version,race_date,race_time_local,venue,race_number,race_code,race_class,distance_m,runner_count,level_depth_k,market_id,commission_rate,total_snapshots,pre_race_snapshots,in_play_snapshots,pre_race_duration_secs,avg_snapshot_interval_secs,secs_to_off_at_capture_start,secs_to_off_at_last_pre_race,pre_race_window_secs,total_matched_at_start,total_matched_at_off,total_matched_final,liquidity_growth_ratio,fav_runner_idx,fav_price_start,fav_price_end,fav_price_drift_pct,fav_spread_pct_mean,fav_spread_pct_max,fav_traded_vol_total,ob_imbalance_mean_std,ob_imbalance_max_std,microprice_null_rate_mean,mean_ret_std_5s,field_spread_pct_mean,field_spread_pct_median,track_surface_null_rate,track_condition_null_rate,prob_implied_null_rate,secs_since_last_trade_null_rate,back_overround_mean,back_overround_final,lay_overround_mean,result_closed,result_winner_idx,result_winner_selids,winner_was_favourite,checks_passed,checks_total,is_suitable
2026-03-07_MurrayBridge_Race8_1.254776790.parquet,,1.3.1,2026-03-07,05:28:00,Murray Bridge,8,Flat,Hcap,1200.0,10,3,1.254776790,0.05,607,510,97,684.6,1.34,656.3,-28.3,684.6,9353.0,156706.0,169138.0,18.08,2.0,2.48,2.12,14.52,1.12,3.17,100423.0,0.2297,0.3957,0.1678,0.004962,7.24,4.17,1.0,1.0,0.1,0.1,101.9,102.66,98.61,1,2.0,95879875,1.0,9,9,True
2026-03-07_MurrayBridge_Race9_1.254776799.parquet,,1.3.1,2026-03-07,06:07:00,Murray Bridge,9,Flat,Hcap,1100.0,18,3,1.254776799,0.05,569,569,0,762.7,1.34,651.7,-111.0,762.7,3260.0,140751.0,140751.0,43.18,3.0,4.0,3.25,18.75,2.66,7.32,45890.0,0.2111,0.2992,0.1111,0.006499,16.79,9.09,1.0,1.0,0.1111,0.1111,103.22,101.79,97.24,1,9.0,83903387,0.0,9,9,True
2026-03-07_Narrogin_Race1_1.254873019.parquet,,1.3.1,2026-03-07,09:57:00,Narrogin,1,Harness,Pace M,1823.0,8,3,1.254873019,0.05,728,530,198,707.9,1.34,650.3,-57.5,707.9,611.0,23296.0,26233.0,42.93,3.0,1.91,1.79,6.28,9.61,32.98,12823.0,0.2983,0.3839,0.0005,0.007888,54.09,19.05,1.0,1.0,0.0,0.0,103.65,100.56,93.44,1,3.0,95887295,1.0,8,9,False
2026-03-07_Narrogin_Race2_1.254873022.parquet,,1.3.1,2026-03-07,10:25:00,Narrogin,2,Harness,Pace M,1823.0,10,3,1.254873022,0.05,731,532,199,709.6,1.34,655.2,-54.4,709.6,903.0,13517.0,16425.0,18.19,2.0,2.48,2.9,16.94,15.38,59.27,3337.0,0.275,0.5123,0.0,0.006541,45.87,20.0,1.0,1.0,0.0,0.0,104.52,104.26,91.03,1,1.0,68951325,0.0,8,9,False
2026-03-07_Narrogin_Race3_1.254873025.parquet,,1.3.1,2026-03-07,10:57:00,Narrogin,3,Harness,Pace M,1823.0,10,3,1.254873025,0.05,747,544,203,725.2,1.34,655.5,-69.7,725.2,793.0,11390.0,16832.0,21.23,3.0,2.84,3.0,5.63,15.95,104.08,4721.0,0.2596,0.333,0.1,0.006087,51.18,14.29,1.0,1.0,0.1,0.1,105.05,103.96,89.87,1,3.0,27274266,1.0,8,9,False
2026-03-07_Narrogin_Race4_1.254873028.parquet,,1.3.1,2026-03-07,11:25:00,Narrogin,4,Harness,Pace M,2242.0,10,3,1.254873028,0.05,533,533,0,711.5,1.34,649.4,-62.1,711.5,220.0,17016.0,17016.0,77.35,3.0,2.32,3.7,59.48,7.59,31.03,6552.0,0.314,0.492,0.0,0.006594,64.37,16.0,1.0,1.0,0.0,0.0,104.89,104.58,92.65,1,6.0,1428510,0.0,9,9,True
2026-03-07_Narrogin_Race5_1.254873031.parquet,,1.3.1,2026-03-07,11:53:00,Narrogin,5,Harness,Pace M,2242.0,10,3,1.254873031,0.05,792,544,248,724.6,1.33,654.7,-69.9,724.6,315.0,11324.0,14301.0,45.4,2.0,2.56,4.7,83.59,15.38,188.89,2770.0,0.3054,0.4682,0.1,0.006968,42.71,13.16,1.0,1.0,0.1,0.1,104.36,106.23,88.97,1,3.0,1360449,0.0,8,9,False
2026-03-07_Narrogin_Race6_1.254873034.parquet,,1.3.1,2026-03-07,12:30:00,Narrogin,6,Harness,Pace M,1823.0,9,3,1.254873034,0.05,530,529,1,702.5,1.33,642.8,-59.7,702.5,309.0,18681.0,19001.0,61.49,4.0,2.54,3.3,29.92,6.59,17.32,3984.0,0.2943,0.378,0.0,0.005912,120.6,18.75,1.0,1.0,0.0,0.0,105.99,105.6,93.22,1,4.0,82355056,1.0,9,9,True
2026-03-07_Narrogin_Race7_1.254873037.parquet,,1.3.1,2026-03-07,13:05:00,Narrogin,7,Harness,Pace M,2242.0,8,3,1.254873037,0.05,798,547,251,721.9,1.32,654.9,-67.0,721.9,806.0,14017.0,17114.0,21.23,2.0,2.12,1.96,7.55,5.61,14.29,6682.0,0.2704,0.441,0.0,0.006151,70.87,26.67,1.0,1.0,0.0,0.0,103.1,102.34,95.33,1,2.0,79785395,1.0,9,9,True
2026-03-07_NewPlymouth_Race3_1.254777451.parquet,,1.3.1,2026-03-07,00:13:00,New Plymouth,3,Flat,Mdn,1300.0,11,3,1.254777451,0.05,699,584,115,780.7,1.34,653.6,-127.1,780.7,1419.0,18129.0,19808.0,13.96,6.0,4.1,3.0,26.83,6.31,15.07,6105.0,0.2827,0.3637,0.0909,0.004002,28.93,9.38,1.0,1.0,0.0909,0.0909,103.05,102.12,93.71,1,6.0,79257457,1.0,9,9,True
2026-03-07_NewPlymouth_Race4_1.254777453.parquet,,1.3.1,2026-03-07,00:53:00,New Plymouth,4,Flat,Mdn,1600.0,11,3,1.254777453,0.05,550,550,0,734.9,1.34,655.5,-79.4,734.9,1107.0,16431.0,16431.0,14.84,3.0,4.3,5.2,20.93,8.77,21.43,1796.0,0.24,0.3706,0.1818,0.004713,14.2,8.7,1.0,1.0,0.1818,0.1818,104.71,102.95,95.59,1,3.0,95879702,1.0,8,9,False
2026-03-07_NewPlymouth_Race5_1.254777455.parquet,,1.3.1,2026-03-07,01:37:00,New Plymouth,5,Flat,Hcap,2000.0,9,3,1.254777455,0.05,688,506,182,676.3,1.34,639.1,-37.2,676.3,20.0,14348.0,16647.0,832.35,0.0,3.5,5.5,57.14,17.32,64.71,2916.0,0.3248,0.5372,0.1111,0.00468,35.71,16.13,1.0,1.0,0.1111,0.1111,111.27,102.8,89.15,1,7.0,64318019,0.0,8,9,False
2026-03-07_NewPlymouth_Race6_1.254777457.parquet,,1.3.1,2026-03-07,02:12:00,New Plymouth,6,Flat,Hcap,2000.0,10,3,1.254777457,0.05,519,519,0,694.6,1.34,653.0,-41.6,694.6,79.0,7623.0,7623.0,96.49,1.0,2.98,2.74,8.05,17.08,54.36,2211.0,0.2523,0.4932,0.3,0.00373,35.26,20.0,1.0,1.0,0.3,0.3,112.37,108.1,89.95,1,5.0,89967185,0.0,8,9,False
2026-03-07_NewPlymouth_Race7_1.254777459.parquet,,1.3.1,2026-03-07,02:47:00,New Plymouth,7,Flat,Hcap,1400.0,8,3,1.254777459,0.05,640,516,124,689.8,1.34,651.7,-38.1,689.8,17.0,9097.0,12899.0,758.76,4.0,4.4,6.6,50.0,14.08,62.79,1022.0,0.3488,0.4494,0.0,0.003339,44.26,14.29,1.0,1.0,0.0,0.0,111.43,104.02,88.77,1,2.0,61521240,0.0,8,9,False
2026-03-07_NewPlymouth_Race8_1.254777461.parquet,,1.3.1,2026-03-07,03:22:00,New Plymouth,8,Flat,Hcap,1400.0,10,3,1.254777461,0.05,636,516,120,692.1,1.34,653.2,-38.9,692.1,4.0,10079.0,11482.0,2870.5,0.0,3.05,4.4,44.26,70.56,149.18,1607.0,0.2637,0.4429,0.1,0.003924,64.17,69.57,1.0,1.0,0.1,0.1,120.48,106.35,78.43,1,2.0,70856245,0.0,8,9,False
2026-03-07_Randwick_Race10_1.254780566.parquet,,1.3.1,2026-03-07,06:55:00,Randwick,10,Flat,Grp3,1200.0,13,3,1.254780566,0.05,602,602,0,805.4,1.34,657.8,-147.6,805.4,53638.0,391593.0,391593.0,7.3,2.0,2.64,2.42,8.33,1.16,5.56,172495.0,0.2784,0.4454,0.0769,0.007799,10.3,5.26,1.0,1.0,0.0769,0.0769,101.47,105.15,98.87,1,1.0,64639822,0.0,9,9,True
2026-03-07_Randwick_Race1_1.254780485.parquet,,1.3.1,2026-03-07,01:30:00,Randwick,1,Flat,Hcap,1600.0,15,3,1.254780485,0.05,683,545,138,728.6,1.34,649.4,-79.2,728.6,9543.0,155157.0,172148.0,18.04,3.0,4.3,3.7,13.95,2.72,10.26,51397.0,0.2455,0.3963,0.1673,0.005842,13.73,4.76,1.0,1.0,0.1333,0.1333,101.77,101.64,97.28,1,2.0,74493886,0.0,9,9,True
2026-03-07_Randwick_Race2_1.254780494.parquet,,1.3.1,2026-03-07,02:05:00,Randwick,2,Flat,Listed,2000.0,14,3,1.254780494,0.05,680,509,171,681.4,1.34,654.4,-27.0,681.4,25928.0,177938.0,190006.0,7.33,4.0,4.5,4.7,4.44,2.59,6.82,47268.0,0.1623,0.3464,0.3571,0.003577,4.99,3.7,1.0,1.0,0.3571,0.3571,101.56,101.5,98.01,1,2.0,72850494,0.0,8,9,False
2026-03-07_Randwick_Race4_1.254780512.parquet,,1.3.1,2026-03-07,03:15:00,Randwick,4,Flat,Grp2,1200.0,11,3,1.254780512,0.05,608,508,100,680.3,1.34,653.3,-26.9,680.3,33435.0,241991.0,262188.0,7.84,3.0,2.92,2.92,0.0,1.21,4.76,100259.0,0.2263,0.4018,0.2727,0.007615,14.87,4.35,1.0,1.0,0.2727,0.2727,101.65,102.26,98.71,1,3.0,92390256,1.0,8,9,False
2026-03-07_Randwick_Race5_1.254780521.parquet,,1.3.1,2026-03-07,03:50:00,Randwick,5,Flat,3yo,1100.0,10,3,1.254780521,0.05,643,555,88,743.4,1.34,652.5,-90.9,743.4,17875.0,257670.0,270464.0,15.13,1.0,2.52,2.62,3.97,1.22,4.58,112959.0,0.2199,0.4178,0.3,0.003706,4.79,4.35,1.0,1.0,0.3,0.3,101.22,101.36,98.47,1,1.0,38999549,1.0,9,9,True
2026-03-07_Randwick_Race6_1.254780530.parquet,,1.3.1,2026-03-07,04:25:00,Randwick,6,Flat,Grp3,1600.0,12,3,1.254780530,0.05,572,572,0,766.1,1.34,650.3,-115.9,766.1,28749.0,238498.0,238498.0,8.3,4.0,3.75,4.3,14.67,2.4,10.26,64828.0,0.2871,0.3772,0.0,0.005024,9.37,4.76,1.0,1.0,0.0,0.0,101.74,101.5,97.96,1,1.0,95879046,0.0,9,9,True
2026-03-07_Randwick_Race7_1.254780539.parquet,,1.3.1,2026-03-07,05:00:00,Randwick,7,Flat,Grp2,1000.0,9,3,1.254780539,0.05,647,647,0,866.6,1.34,650.7,-216.0,866.6,40295.0,381638.0,381638.0,9.47,0.0,2.82,3.6,27.66,1.64,8.33,121555.0,0.314,0.468,0.0,0.005073,5.3,4.17,1.0,1.0,0.0,0.0,101.69,102.72,98.38,1,3.0,1304943,0.0,9,9,True
2026-03-07_Randwick_Race8_1.254780548.parquet,,1.3.1,2026-03-07,05:35:00,Randwick,8,Flat,Grp1,1600.0,9,3,1.254780548,0.05,583,583,0,780.9,1.34,656.3,-124.5,780.9,85853.0,526308.0,526308.0,6.13,8.0,2.44,2.0,18.03,1.11,4.03,274081.0,0.3602,0.47,0.0145,0.00672,12.08,3.7,1.0,1.0,0.0,0.0,101.46,105.93,98.98,1,8.0,95879050,1.0,9,9,True
2026-03-07_Randwick_Race9_1.254780557.parquet,,1.3.1,2026-03-07,06:15:00,Randwick,9,Flat,Grp1,1300.0,10,3,1.254780557,0.05,713,604,109,809.1,1.34,651.2,-157.9,809.1,53113.0,399355.0,421061.0,7.93,5.0,2.1,2.6,23.81,1.07,3.33,205704.0,0.3389,0.427,0.0,0.005491,11.13,4.35,1.0,1.0,0.0,0.0,101.29,101.47,98.35,1,5.0,62840202,1.0,9,9,True
2026-03-07_Reefton_Race1_1.254889591.parquet,,1.3.1,2026-03-07,23:20:00,Reefton,1,Harness,Trot S,2500.0,10,3,1.254889591,0.05,522,522,0,698.0,1.34,642.9,-55.1,698.0,44.0,443.0,443.0,10.07,5.0,2.72,,,71.53,116.91,74.0,0.2683,0.4973,0.0019,0.002744,384.58,220.0,1.0,1.0,0.0019,0.0,125.7,,57.53,0,-1.0,,,5,9,False
2026-03-07_Reefton_Race2_1.254889593.parquet,,1.3.1,2026-03-07,23:45:00,Reefton,2,Harness,Pace S,2000.0,7,3,1.254889593,0.05,514,514,0,687.3,1.34,658.8,-28.5,687.3,60.0,1122.0,1122.0,18.7,1.0,2.4,,,106.53,164.46,536.0,0.2903,0.3278,0.0019,0.005575,215.25,93.55,1.0,1.0,0.0019,0.0,119.39,,63.01,1,0.0,94354353,0.0,6,9,False
2026-03-07_Riverton_Race1_1.254872076.parquet,,1.3.1,2026-03-07,23:55:00,Riverton,1,Flat,Mdn,2000.0,11,3,1.254872076,0.05,520,520,0,695.6,1.34,649.4,-46.1,695.6,26.0,7079.0,7079.0,272.27,0.0,2.92,3.5,19.86,10.13,19.86,2060.0,0.2984,0.4389,0.0002,0.00347,84.74,45.45,1.0,1.0,0.0,0.0,112.61,106.91,86.75,1,1.0,298349,0.0,8,9,False
2026-03-07_Toowoomba_Race1_1.254831068.parquet,,1.3.1,2026-03-07,06:19:00,Toowoomba,1,Flat,Hcap,1300.0,16,3,1.254831068,0.05,652,537,115,735.0,1.37,655.5,-79.5,735.0,44.0,18008.0,25252.0,573.91,2.0,4.3,5.1,18.6,12.16,27.91,3969.0,0.1762,0.4417,0.375,0.004422,34.1,13.33,1.0,1.0,0.375,0.375,105.16,101.81,90.0,1,6.0,64051789,0.0,7,9,False
2026-03-07_Toowoomba_Race2_1.254831072.parquet,,1.3.1,2026-03-07,06:59:00,Toowoomba,2,Flat,2yo,1000.0,5,3,1.254831072,0.05,619,531,88,712.5,1.34,657.7,-54.9,712.5,1434.0,50265.0,61065.0,42.58,0.0,1.38,1.61,16.67,1.7,6.34,35452.0,0.2045,0.3438,0.2,0.003285,8.38,4.88,1.0,1.0,0.2,0.2,101.45,101.33,97.9,1,0.0,95919741,1.0,9,9,True
2026-03-07_Toowoomba_Race3_1.254831076.parquet,,1.3.1,2026-03-07,07:30:00,Toowoomba,3,Flat,Hcap,2000.0,12,3,1.254831076,0.05,514,514,0,695.0,1.35,658.0,-37.0,695.0,8584.0,62965.0,62965.0,7.34,1.0,2.64,2.64,0.0,1.75,5.88,29705.0,0.1956,0.3316,0.25,0.004021,8.75,5.26,1.0,1.0,0.25,0.25,102.44,103.91,98.07,1,2.0,83903442,0.0,8,9,False
2026-03-07_Toowoomba_Race4_1.254831080.parquet,,1.3.1,2026-03-07,08:08:00,Toowoomba,4,Flat,CL3,1200.0,8,3,1.254831080,0.05,513,513,0,681.3,1.33,651.9,-29.4,681.3,7284.0,65482.0,65482.0,8.99,7.0,3.35,3.4,1.49,2.71,8.33,16842.0,0.2336,0.3362,0.0,0.004957,9.35,5.26,1.0,1.0,0.0,0.0,102.12,101.91,97.93,1,1.0,69421246,0.0,9,9,True
2026-03-07_Toowoomba_Race5_1.254831084.parquet,,1.3.1,2026-03-07,08:42:00,Toowoomba,5,Flat,Mdn,1100.0,13,3,1.254831084,0.05,583,583,0,779.7,1.34,656.4,-123.4,779.7,5455.0,77096.0,77096.0,14.13,6.0,4.6,4.1,10.87,2.76,19.51,19280.0,0.1969,0.3839,0.2308,0.004452,8.53,4.55,1.0,1.0,0.2308,0.2308,102.43,110.93,97.68,1,8.0,95919753,0.0,9,9,True
2026-03-07_Toowoomba_Race6_1.254831088.parquet,,1.3.1,2026-03-07,09:15:00,Toowoomba,6,Flat,Mdn,1890.0,13,3,1.254831088,0.05,711,533,178,713.1,1.34,655.3,-57.7,713.1,2533.0,47246.0,53992.0,21.32,1.0,1.58,2.28,44.3,3.58,10.78,28676.0,0.2763,0.5156,0.1538,0.006467,125.39,13.79,1.0,1.0,0.1538,0.1538,103.45,101.17,95.33,1,1.0,94136757,1.0,9,9,True
2026-03-07_Toowoomba_Race7_1.254831092.parquet,,1.3.1,2026-03-07,09:54:00,Toowoomba,7,Flat,Hcap,1100.0,6,3,1.254831092,0.05,629,535,94,712.3,1.33,658.2,-54.1,712.3,9277.0,67285.0,73409.0,7.91,4.0,1.95,1.94,0.51,1.6,4.81,37431.0,0.2214,0.385,0.1667,0.003021,4.14,4.35,1.0,1.0,0.1667,0.1667,101.66,100.78,98.74,1,2.0,39254974,0.0,8,9,False
2026-03-07_Towong_Race2_1.254828961.parquet,,1.3.1,2026-03-07,03:13:00,Towong,2,Flat,Hcap,940.0,10,3,1.254828961,0.05,537,537,0,718.8,1.34,652.8,-66.0,718.8,2411.0,22895.0,22895.0,9.5,4.0,5.1,3.7,27.45,5.63,10.0,5893.0,0.2149,0.2964,0.0,0.002621,8.0,6.9,1.0,1.0,0.0,0.0,102.35,106.1,95.72,1,8.0,57883475,0.0,9,9,True
2026-03-07_Towong_Race3_1.254828968.parquet,,1.3.1,2026-03-07,03:48:00,Towong,3,Flat,Mdn,1200.0,10,3,1.254828968,0.05,691,586,105,785.0,1.34,652.6,-132.4,785.0,763.0,20252.0,24953.0,32.7,3.0,2.12,2.1,0.94,4.61,11.43,9080.0,0.2964,0.418,0.0,0.00471,23.47,10.71,1.0,1.0,0.0,0.0,103.87,103.99,96.02,1,0.0,4892036,0.0,8,9,False
2026-03-07_Towong_Race4_1.254828975.parquet,,1.3.1,2026-03-07,04:23:00,Towong,4,Flat,Hcap,1200.0,10,3,1.254828975,0.05,502,502,0,675.3,1.35,649.9,-25.4,675.3,1722.0,18645.0,18645.0,10.83,1.0,2.74,3.0,9.49,4.69,29.23,6784.0,0.2489,0.3241,0.0,0.004308,15.9,9.09,1.0,1.0,0.0,0.0,102.48,104.53,95.05,1,0.0,52936063,0.0,9,9,True
2026-03-07_Towong_Race5_1.254828982.parquet,,1.3.1,2026-03-07,04:58:00,Towong,5,Flat,Mdn,1400.0,10,3,1.254828982,0.05,516,516,0,691.9,1.34,651.2,-40.7,691.9,1061.0,18440.0,18440.0,17.38,3.0,2.1,2.76,31.43,5.24,10.48,6436.0,0.2808,0.3363,0.0006,0.006242,48.82,13.33,1.0,1.0,0.0,0.0,103.15,102.3,94.8,1,3.0,79293777,1.0,9,9,True
2026-03-07_Towong_Race6_1.254828989.parquet,,1.3.1,2026-03-07,05:32:00,Towong,6,Flat,Hcap,1600.0,10,3,1.254828989,0.05,666,523,143,700.2,1.34,656.1,-44.1,700.2,2438.0,25268.0,32213.0,13.21,5.0,4.6,5.2,13.04,4.51,13.64,3554.0,0.2866,0.4214,0.0002,0.003788,28.99,6.45,1.0,1.0,0.0,0.0,102.42,101.65,95.74,1,4.0,48314167,0.0,9,9,True
2026-03-07_Towong_Race7_1.254828996.parquet,,1.3.1,2026-03-07,06:05:00,Towong,7,Flat,Hcap,1400.0,10,3,1.254828996,0.05,535,535,0,716.4,1.34,652.2,-64.2,716.4,105.0,9086.0,9086.0,86.53,1.0,3.15,3.9,23.81,16.42,42.86,3172.0,0.3825,0.5946,0.0004,0.006612,109.31,30.77,1.0,1.0,0.0,0.0,116.17,111.83,88.7,1,7.0,93206927,0.0,8,9,False
2026-03-08_Albany_Race1_1.254872049.parquet,,1.3.1,2026-03-08,05:40:00,Albany,1,Flat,Mdn,1600.0,11,3,1.254872049,0.05,1670,1670,0,2237.7,1.34,609.8,-1627.9,2237.7,1989.0,90947.0,90947.0,45.72,8.0,2.96,3.35,13.18,2.39,14.93,36231.0,0.2335,0.316,0.0,0.001881,10.72,6.67,1.0,1.0,0.0,0.0,101.69,108.09,97.46,1,2.0,94449063,0.0,9,9,True
2026-03-08_Albany_Race2_1.254872053.parquet,,1.3.1,2026-03-08,06:35:00,Albany,2,Flat,Mdn,1100.0,12,3,1.254872053,0.05,1269,1172,97,1570.0,1.34,1253.5,-316.5,1570.0,645.0,65027.0,70252.0,108.92,5.0,3.85,3.7,3.9,4.46,15.07,20009.0,0.2669,0.4244,0.0,0.003244,22.03,9.09,1.0,1.0,0.0,0.0,102.95,102.27,94.05,1,10.0,95920258,0.0,9,9,True
2026-03-08_Albany_Race3_1.254872057.parquet,,1.3.1,2026-03-08,07:05:00,Albany,3,Flat,CL2,1900.0,11,3,1.254872057,0.05,641,641,0,857.8,1.34,655.2,-202.6,857.8,3845.0,101878.0,101878.0,26.5,2.0,2.56,2.32,9.38,1.69,4.03,49681.0,0.2247,0.3503,0.0909,0.004357,11.78,6.45,1.0,1.0,0.0909,0.0909,102.3,102.2,98.27,1,6.0,82896168,0.0,9,9,True
2026-03-08_Albany_Race4_1.254872061.parquet,,1.3.1,2026-03-08,07:45:00,Albany,4,Flat,Hcap,1230.0,9,3,1.254872061,0.05,511,511,0,683.4,1.34,652.2,-31.1,683.4,5807.0,49003.0,49003.0,8.44,2.0,3.9,3.3,15.38,2.69,7.89,17443.0,0.2399,0.3007,0.0,0.004483,17.45,4.76,1.0,1.0,0.0,0.0,101.89,102.09,98.19,1,6.0,76008425,0.0,9,9,True
2026-03-08_Albany_Race5_1.254872065.parquet,,1.3.1,2026-03-08,08:20:00,Albany,5,Flat,Hcap,1600.0,11,3,1.254872065,0.05,553,553,0,739.6,1.34,657.0,-82.6,739.6,7090.0,61221.0,61221.0,8.63,3.0,3.7,3.6,2.7,2.25,4.41,21455.0,0.2101,0.2804,0.0,0.003764,6.68,5.0,1.0,1.0,0.0,0.0,102.9,102.81,97.89,1,6.0,78756457,0.0,9,9,True
2026-03-08_Albany_Race6_1.254872069.parquet,,1.3.1,2026-03-08,08:55:00,Albany,6,Flat,Hcap,1500.0,15,3,1.254872069,0.05,654,654,0,875.0,1.34,651.3,-223.7,875.0,2903.0,57933.0,57933.0,19.96,2.0,4.0,3.8,5.0,3.58,11.59,14768.0,0.2494,0.3373,0.0667,0.004748,12.4,6.67,1.0,1.0,0.0667,0.0667,103.32,108.87,97.48,1,9.0,95920262,0.0,9,9,True
2026-03-08_Albany_Race7_1.254872073.parquet,,1.3.1,2026-03-08,09:30:00,Albany,7,Flat,CL2,1100.0,14,3,1.254872073,0.05,580,580,0,775.5,1.34,656.3,-119.2,775.5,12827.0,85597.0,85597.0,6.67,1.0,3.95,4.0,1.27,2.44,5.13,25864.0,0.2114,0.4028,0.0714,0.006589,15.09,6.06,1.0,1.0,0.0714,0.0714,102.99,103.45,98.32,1,4.0,95920266,0.0,9,9,True
2026-03-08_Birchip_Race1_1.254876450.parquet,,1.3.1,2026-03-08,02:59:00,Birchip,1,Harness,Trot M,1750.0,7,3,1.254876450,0.05,735,531,204,711.3,1.34,654.3,-57.0,711.3,0.0,17372.0,20091.0,20091.0,1.0,2.32,16.0,589.66,51.91,540.0,5205.0,0.287,0.3889,0.1429,0.00642,156.14,70.83,1.0,1.0,0.1429,0.1429,119.38,103.66,77.72,1,5.0,95880875,0.0,8,9,False
2026-03-08_Birchip_Race2_1.254876452.parquet,,1.3.1,2026-03-08,03:34:00,Birchip,2,Harness,Pace M,1750.0,9,3,1.254876452,0.05,736,541,195,724.1,1.34,647.8,-76.3,724.1,1879.0,19648.0,23743.0,12.64,1.0,2.56,2.76,7.81,2.24,7.03,11506.0,0.2559,0.4025,0.0,0.005239,77.7,25.0,1.0,1.0,0.0,0.0,103.44,101.94,94.25,1,0.0,993307,0.0,9,9,True
2026-03-08_Birchip_Race3_1.254876454.parquet,,1.3.1,2026-03-08,04:09:00,Birchip,3,Harness,Pace M,2150.0,7,3,1.254876454,0.05,790,552,238,739.8,1.34,653.0,-86.8,739.8,1.0,9711.0,15632.0,15632.0,4.0,2.7,3.25,20.37,37.2,144.44,1394.0,0.3403,0.4898,0.0,0.004354,100.67,33.33,1.0,1.0,0.0,0.0,112.22,103.24,83.38,1,4.0,94615717,1.0,8,9,False
2026-03-08_Birchip_Race4_1.254876456.parquet,,1.3.1,2026-03-08,04:49:00,Birchip,4,Harness,Pace M,2150.0,9,3,1.254876456,0.05,784,546,238,730.4,1.34,649.8,-80.6,730.4,333.0,15538.0,20425.0,61.34,7.0,2.58,2.74,6.2,8.17,21.27,6133.0,0.3124,0.4457,0.013,0.005922,51.7,20.59,1.0,1.0,0.0,0.0,105.46,106.44,93.87,1,7.0,42146000,1.0,8,9,False
2026-03-08_Birchip_Race5_1.254876458.parquet,,1.3.1,2026-03-08,05:29:00,Birchip,5,Harness,Trot S,2550.0,11,3,1.254876458,0.05,863,571,292,765.4,1.34,653.8,-111.6,765.4,1396.0,27947.0,33314.0,23.86,5.0,2.68,3.25,21.27,3.03,136.64,16307.0,0.2495,0.3943,0.0,0.005002,28.45,13.33,1.0,1.0,0.0,0.0,103.04,113.46,94.74,1,5.0,2009124,1.0,9,9,True
2026-03-08_Birchip_Race6_1.254876460.parquet,,1.3.1,2026-03-08,06:09:00,Birchip,6,Harness,Pace M,2150.0,10,3,1.254876460,0.05,809,575,234,770.3,1.34,649.4,-120.9,770.3,166.0,17854.0,24379.0,146.86,7.0,1.86,3.35,80.11,5.34,29.03,6212.0,0.2711,0.4122,0.0,0.007083,59.31,16.67,1.0,1.0,0.0,0.0,104.3,103.88,92.76,1,8.0,68157982,0.0,9,9,True
2026-03-08_Birchip_Race7_1.254876462.parquet,,1.3.1,2026-03-08,06:48:00,Birchip,7,Harness,Pace M,2150.0,10,3,1.254876462,0.05,550,550,0,736.3,1.34,651.4,-85.0,736.3,1911.0,31204.0,31204.0,16.33,2.0,3.9,3.4,12.82,4.91,13.51,8386.0,0.2825,0.4229,0.0,0.004659,14.51,7.69,1.0,1.0,0.0,0.0,102.82,112.15,95.74,1,0.0,95880880,0.0,9,9,True
2026-03-08_Carrick_Race1_1.254876517.parquet,,1.3.1,2026-03-08,03:17:00,Carrick,1,Harness,Pace M,1670.0,10,3,1.254876517,0.05,717,533,184,713.5,1.34,642.4,-71.1,713.5,718.0,12077.0,18008.0,25.08,7.0,2.94,6.0,104.08,6.06,22.45,4269.0,0.2803,0.4247,0.0,0.005459,29.52,13.51,1.0,1.0,0.0,0.0,104.44,102.5,92.22,1,0.0,76614262,0.0,9,9,True
2026-03-08_Carrick_Race2_1.254876519.parquet,,1.3.1,2026-03-08,03:54:00,Carrick,2,Harness,Pace M,2150.0,10,3,1.254876519,0.05,803,571,232,764.5,1.34,658.6,-105.9,764.5,172.0,36998.0,42433.0,246.7,0.0,1.74,1.68,3.45,7.16,47.13,26181.0,0.29,0.447,0.0191,0.00703,95.93,36.36,1.0,1.0,0.0,0.0,106.33,105.4,95.38,1,0.0,76707938,1.0,9,9,True
2026-03-08_Carrick_Race3_1.254876521.parquet,,1.3.1,2026-03-08,04:29:00,Carrick,3,Harness,Pace M,2150.0,10,3,1.254876521,0.05,799,564,235,753.7,1.34,648.0,-105.7,753.7,108.0,21103.0,28392.0,262.89,3.0,2.22,2.48,11.71,19.5,62.16,9133.0,0.3055,0.3683,0.0,0.004654,158.34,15.79,1.0,1.0,0.0,0.0,109.26,105.64,88.87,1,3.0,82278496,1.0,8,9,False
2026-03-08_Carrick_Race4_1.254876523.parquet,,1.3.1,2026-03-08,05:04:00,Carrick,4,Harness,Pace M,2150.0,10,3,1.254876523,0.05,810,577,233,772.4,1.34,656.5,-115.9,772.4,12.0,22203.0,26305.0,2192.08,1.0,1.68,1.69,0.6,19.22,49.11,15313.0,0.2833,0.453,0.1,0.00614,407.75,59.09,1.0,1.0,0.1,0.1,113.82,105.14,86.49,1,0.0,71588276,0.0,7,9,False
